center_code,center_name,hq_name,city,facility,status,region,state,country,property_lat,property_long,property_id,center_address,center_phone,center_pincode,enable_bag_guide,is_bagging_allowed,sort_code,region1,parent_center,property_facility_id
IND395006AAA,Surat_Varachha_DC,Surat_Varachha_DC (Gujarat),Surat,DC,Inactive,West,Gujarat,India,21.198683,72.87451,8394e51b-9386-4b29-a632-cde552ac35dc,"Shop No-2,Silicon Complex,Nr Yogi Chowk,Varachha - 395006",,395006,FALSE,FALSE,ST/VRD,West,Surat_Central_I_4,b1b6c00b-0dc5-42a1-97a0-1341597e0d5d
INPBAOSC,Nabha_CanttRoadDPP_D,Nabha_CanttRoadDPP_D (Punjab),Nabha,DC,Active,North,Punjab,India,30.387665,76.146774,2e0f1059-3516-46c8-9e05-96034233e35f,"Singh Enterprise, Ops Kartar colony Near military area punjab - 147201	",,147201,FALSE,TRUE,NAB/CAN,North,Chandigarh_Rajpura_GW,b6db8938-6422-42ba-b01e-3b22a939b7aa
INMHAAYU,Sangola_PatilChowk_DPP,Sangola_PatilChowk_DPP (Maharashtra),Sangola,DC,Active,West,Maharashtra,India,17.43793,75.19576,bfbb177b-fda0-4853-81a2-f1f925b03f84,"Shivbhavani Communication ,  Front of State Bank of India,  Wadegaon Naka,  Sangola  Tal- Sangola Dist- Solapur  Maharashtra 413307",,413307,FALSE,TRUE,SAN/PAT,West,Solapur_HydRoad_I,86c245b8-b873-44ae-8b9a-3ca403522bb1
IND524132AAA,Venktagiri_TirupthiRd_D,Venktagiri_TirupthiRd_D (Andhra Pradesh),Venkatagiri,DC,Active,South,Andhra Pradesh,India,13.953952,79.595535,a7fe89f5-b8fc-4de8-afe9-75c937ef9a56,"Near St Francis School, Venkatagari.Venkatagiri -524132",9000447066,524132,FALSE,TRUE,VKI/VKG,South,Tirupati_Tiurchanur_I,87c4f725-16aa-413c-a360-7354beeec4d3
IND184121AAA,Samba_Wardno13_D,Samba_Wardno13_D (Jammu & Kashmir),Samba,DC,Active,North,Jammu & Kashmir,India,32.559517,75.120026,8c9c522a-bb19-4130-a028-7fffbbd514fa,"Ward No.13, Border Roadm, Samba, J&K 184121",9797433860,184121,FALSE,TRUE,SMBX/WRD,North,Jammu_GangyalCRPF_H,be4806ee-b5e5-4d11-bdcf-fd4d191d067d
INKAAARA,Bangalore_BellndurNew_D,Bangalore_BellndurNew_D (Karnataka),Bangalore,DC,Active,South,Karnataka,India,12.926755,77.67593,fd62eb02-a731-4951-93eb-06d42959c1b6,"#89/5, KNO-1083, Bellandur, Back side of Central mall beside Karnataka bank Bengaluru-560103",8527643624,560103,FALSE,TRUE,BNG/BLN,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
INKAARCA,Bangalore_HegdeNagar_D,Bangalore_HegdeNagar_D (Karnataka),Bangalore,DC,Active,South,Karnataka,India,13.066914,77.63845,1c3a14ad-a888-443a-876f-c35dbc511d70,"#112, Shiradi Sai Nagar, 2nd Cross, Hegde Nagar, Bangalore 560077",8867550887,560077,FALSE,TRUE,BAN/GDE,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
IND742401AAA,Ghanashyampur_NditaDPP_D,Ghanashyampur_NditaDPP_D (West Bengal),Ghanashyampur,DC,Inactive,East,West Bengal,India,23.784027,88.10317,edd90420-699e-4eb2-adff-2fc2f4a4944d,"Nandita Enterprise,Vill-Ghanashyampur,Po=Makhaltore,Dist-Murshidabad,Pin=742401",,742401,FALSE,FALSE,GHN/NDT,East,Berhampore_Central_I_2,41c35dd8-422b-46e9-a051-2a8f01de6494
IND741302AAA,Nabadwip_ChndiDPP_D,Nabadwip_ChndiDPP_D (West Bengal),Nabadwip,DC,Inactive,East,West Bengal,India,23.407276,88.36439,8b3cebd2-559d-42fb-abbc-1064fbc401d0,"NABADWIP CHANDITOLA, PO. NABAWIP, PS. NABADWIP, PIN.741302",,741302,FALSE,FALSE,NDAE/NDW,East,Kolkata_Dankuni_P,ca2d8a0c-fa7a-47f7-9cd2-27f711128b32
IND563116AAA,Bethamangala_FshryOFC_D,Bethamangala_FshryOFC_D (Karnataka),Bethamangala,DC,Inactive,South,Karnataka,India,13.005297,78.32352,430d1b69-0074-456e-936e-89af1b4870f7,"Bethmangala New Town Bus stop, opposite to Fishery Office, Bethmangala -563116",9611436540,563116,FALSE,TRUE,BTH/FSH,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
IN506001A1D,Warangal_Pegadapally_DPP,Warangal_Pegadapally_DPP (Telangana),Warangal,DC,Inactive,South,Telangana,India,18.021833,79.553925,4121e6ed-f4aa-46fa-91c2-5f7ad84121bc,"SHUTTER NO G1 KUDA APARTMENTS, HANAMKONDA, WARANGAL,NEAR THIRUMALA BAR,506001",,506001,FALSE,FALSE,WRN/PGP,South,Warangal_HunterRd_I,0c7d6e52-8031-4e76-a308-9d4d5b47f796
IN125001A1B,Hisar_Dabra_P,Hisar_Dabra_P (Haryana),Hisar,PC,Inactive,North,Haryana,India,29.195805,75.68764,abbead45-3bb4-4f11-a285-a961ab2dfaa2,"Khasra No. 1179/2/2/2/1179/9/9/1/3, Village beer, Sirsa Road, Hisar, 125001",9813194213,125001,FALSE,FALSE,HSR/DBA,North,Hisar_Dabra_H,d5f6d87f-76f9-4d6b-a721-cce24d3a8944
IND614602AAA,Pattukotai_anthniyr_D,Pattukotai_anthniyr_D (Tamil Nadu),Pattukkottai,DC,Active,South,Tamil Nadu,India,10.420616,79.32406,f95d2567-c4bb-4a62-a4a9-97c6c421d369,"168 A, anthoniyar temple street , pattukottai - 614602 , thanjore",9655054218,614602,FALSE,TRUE,PKT/ANT,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
IND140001AAA,RoopNagar_ChotiHvl_DC,RoopNagar_ChotiHvl_DC (Punjab),Rupnagar,DC,Inactive,North,Punjab,India,30.959839,76.52,eb6988f7-d680-4870-8825-f7076fb12545,Vill Choti Haveli Hadbast No 48 Tehsil Ropar Disst Rupnagar,,140001,FALSE,TRUE,RPAR/CHD,North,Chandigarh_Mehmdpur_P,344cc57d-4982-4817-b4fb-7d11b61308e0
INJKAQJU,Rajouri_Kalakot_D,Rajouri_Kalakot_D (Jammu & Kashmir),Rajouri,DC,Active,North,Jammu & Kashmir,India,33.212963,74.41706,5f83926e-174c-481c-ab83-e337d0a58cfc,"MAIN ROAD CHANPUR, NEAR DAK BANGLA, KALAKOT-185202",7006791510,185202,FALSE,TRUE,RAJ/ALA,North,Jammu_GangyalCRPF_H,be4806ee-b5e5-4d11-bdcf-fd4d191d067d
INPBAAEW,Dhuri_Ward15B_DPP,Dhuri_Ward15B_DPP (Punjab),Dhuri,DC,Inactive,North,Punjab,India,30.379128,75.864075,d335ec9d-49a5-471b-8ca0-5c7f6467733c,Chetan communication Prop Ashwani Kumar Bagrian road Nehru colony Back side petrol pump Dhuri -148024,,148024,FALSE,FALSE,DHR/WRD,North,Chandigarh_Mehmdpur_P,344cc57d-4982-4817-b4fb-7d11b61308e0
INTNANUT,Karambakkudi_Central_D,Karambakkudi_Central_D (Tamil Nadu),Karambakkudi,DC,Active,South,Tamil Nadu,India,10.44794,79.1421,a4ca66b1-bcfb-474e-9807-8ab2c2055585,"No.3/7,Neyveli road,South Arisana Street,Karambakkudi-622302.",9655054218,622302,FALSE,TRUE,KRB/CNT,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
INHPAAEA,DharampurHP_PWDofc_DPP,DharampurHP_PWDofc_DPP (Himachal Pradesh),DharampurHP,DC,Active,North,Himachal Pradesh,India,31.7994,76.7552,9c4afd94-8e0e-439d-be62-06b632a8c6c6,"VPO DHARAMPUR (NEAR DHARAMPUR BRIDGE) TEH DHARAMPUR, DISTT MANDI, HP 175040",,175040,FALSE,TRUE,DHM/PWD,North,Mandi_Behna_I,a724f355-47b5-46de-87fb-774b8230bcfe
IND135001AAA,YamunaNagar_DC,YamunaNagar_DC (Haryana),Yamuna Nagar,DC,Inactive,North,Haryana,India,30.134357,77.29579,9ead2088-7d01-4e29-85a0-f2218327eb21,"House No 262, Behind Kaveri Gas Agency, Model Colony, Yamunanagar, Haryana 135001.",,135001,FALSE,TRUE,JUD/JUD,North,Chandigarh_Mehmdpur_P,344cc57d-4982-4817-b4fb-7d11b61308e0
IND452015AAA,Indore_Marimata,Indore_Marimata (Madhya Pradesh),Indore,DC,Inactive,West,Madhya Pradesh,India,22.73452,75.84686,b9f1aba3-552f-4a07-89fa-92da7e97cf64,"22 North Gadra Khedi, Near Mahesh Guardline, Indore, Madhya Pradesh 452015",,452015,FALSE,TRUE,IDR/MAR,West,Indore_Las,2f9929f5-9755-4d42-a3d7-b7ae26e52fb2
INKAAMKQ,Sindagi_BandalCross_DPP,Sindagi_BandalCross_DPP (Karnataka),Sindagi,DC,Inactive,South,Karnataka,India,16.915487,76.230865,102c61b6-e5d4-4ba3-8274-7eeec87b8313,Bandal cross near Vijayapur main road sindagi pin code 586128,,586128,FALSE,FALSE,SND/BCO,South,Bijapur_Jamakhandi_I,11e925ce-eb8d-49d2-9371-10b5761c1be7
IND635001AAA,Krishnagiri_BnglorRd_D,Krishnagiri_BnglorRd_D (Tamil Nadu),Krishnagiri,DC,Inactive,South,Tamil Nadu,India,12.535548,78.20367,d2d5fd9f-1527-4fd5-b142-09fe58a17644,"4/281 , Banglore road , Krishnagiri - 635001 , Dharmapuri DT",8838082738,635001,FALSE,TRUE,KPN/BNG,South,Bangalore_Soukyaroad_GW,8933c38b-ba8d-482d-a64e-9ae9788cc9a7
IND721102AAA,Midnapore_Talkui_D,Midnapore_Talkui_D (West Bengal),Midnapore,DC,Inactive,East,West Bengal,India,22.44135,87.3338,93565b84-971d-4977-9a69-b88f234d7494,"Circle No 5,Talkui,,P.O- Abas, Police station- Kotwali, ,Pin code- 721102 , Paschim Midnapore",7908465827,721102,FALSE,FALSE,MDN/TAL,East,Kharagpur_Nimpura_I,26d65f7d-497e-48a0-99fa-407dfbb0bbc0
INJKARNW,Udhampur_Manwal_D,Udhampur_Manwal_D (Jammu & Kashmir),Udhampur,DC,Active,North,Jammu & Kashmir,India,32.756004,75.141304,1fbeb8a4-0568-4791-804c-e4c8ae65e0f8, Near Govt. HR.Sec. School Kathar Manwal 182127,9797611183,182127,FALSE,TRUE,UDH/MAN,North,Jammu_GangyalCRPF_H,be4806ee-b5e5-4d11-bdcf-fd4d191d067d
INKAAAUN,Bangalore_ITPLRd_D,Bangalore_ITPLRd_D (Karnataka),Bangalore,DC,Active,South,Karnataka,India,12.985536,77.74533,1410b07e-439f-4dac-8b32-595ae7bd8f24,"No.19, Ground Floor, Pattandur Agrahara, Near G R Tech Park, ITPL Road, Whitefield, Bangalore-560066",9206679032,560066,FALSE,FALSE,BAN/ITD,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
IND560043AAB,Bengaluru_NewBnswd_DC,Bengaluru_NewBnswd_DC (Karnataka),Bangalore,DC,Active,South,Karnataka,India,13.005576,77.6519,ed5796a5-b45c-4bce-88df-7ad9341c0067,"#2 C O M B R Layout Benniganahalli , Bangalore - 560043",6360706480,560043,FALSE,TRUE,BLR/BWD,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
INKAAOHM,Bangalore_SatelliteTwn_L,Bangalore_SatelliteTwn_L (Karnataka),Bangalore,SC,Active,South,Karnataka,India,12.95463,77.54483,ba1afb0a-1e10-42b2-9de1-a902bc99e1c6,"property 3,4, New Timber Yard Layout, Gali Anjaneya Temple, Bangalore Karnataka 560026",,560026,FALSE,TRUE,BAN/SAT,South,Bangalore_Soukyaroad_GW,8933c38b-ba8d-482d-a64e-9ae9788cc9a7
INHPAQKG,Nagwain_Sainj_D,Nagwain_Sainj_D (Himachal Pradesh),Nagwain,DC,Active,North,Himachal Pradesh,India,31.76953,77.303505,bc51287e-f783-456c-8b53-54a899aa138a,"Near HCC Colony Larji Road, Sainj 175134",8580677454,175134,FALSE,TRUE,NAG/AIN,North,Mandi_Behna_I,a724f355-47b5-46de-87fb-774b8230bcfe
IN721659A1A,Bajkul_Brajalalchwk_D,Bajkul_Brajalalchwk_D (West Bengal),Bajkul,DC,Inactive,East,West Bengal,India,22.023485,87.82126,7330b2ed-a70a-42e9-b74a-f059bd60bdfe,"VILL-Gargram,P.o-Brajalalchak,P.S-Chandipur.DIST-Purba Medinipur.PIN-721659",,721659,FALSE,TRUE,BAJ/BRJ,East,Kharagpur_Malancha_I,de7d3d15-a2fc-4b91-885a-b67c13d111cb
IND184104AAA,Kathua_BOB_D,Kathua_BOB_D (Jammu & Kashmir),Kathua,DC,Active,North,Jammu & Kashmir,India,32.39168,75.51528,c8439b43-7f48-4334-95e5-47816c97c93b,"Khajuria Complex Opp BOB, Patel Nagar, Kathua (J&K) - 184104",9988747539,184104,FALSE,TRUE,KTHU/BOB,North,Jammu_GangyalCRPF_H,be4806ee-b5e5-4d11-bdcf-fd4d191d067d
INKAAAWE,Bangalore_SoukyaReturn_L,Bangalore_SoukyaReturn_L (Karnataka),Hoskote,SC,Inactive,South,Karnataka,India,12.960498,77.82113,1196d679-0b47-4dc2-9b87-adf56c3bfd9b,"SY No. 37, 4-25,38,39,5,4 Hobli Pura,Anagondanhalli,Hoskote Taluk,Bengaluru-562114",9739692260,562114,FALSE,TRUE,BLR/SRL,South,Bangalore_Soukyaroad_GW,8933c38b-ba8d-482d-a64e-9ae9788cc9a7
INHPAADV,Kullu_ThashiBrara_D,Kullu_ThashiBrara_D (Himachal Pradesh),Kullu,DC,Active,North,Himachal Pradesh,India,31.94856,77.11276,8427bca7-b500-4cb8-8bfc-814bcb482b0f,Thashi Brara p/o puid Teh &distt kullu pin code 175101,8221988148,175101,FALSE,TRUE,KLU/THB,North,Mandi_Behna_I,a724f355-47b5-46de-87fb-774b8230bcfe
INUPAOVR,Farrukhabad_RamBanquet_D,Farrukhabad_RamBanquet_D (Uttar Pradesh),Farrukhabad,DC,Active,North,Uttar Pradesh,India,27.38655,79.614655,5cdb9d35-0a28-4514-bf2d-da043f17231f,"Panchalghat Road Maseni Chauraha Farrukhabad, Uttar Pradesh-209601",9838209721,209601,FALSE,TRUE,FAR/RAM,North,Mainpuri_Bypassroad_I,3c607466-03c6-44fd-8746-1c610f3dcd91
IND721139AAB,Panskura_Central_D_2,Panskura_Central_D_2 (West Bengal),Panskura,DC,Inactive,East,West Bengal,India,22.395214,87.71601,b3b12a78-d15c-457c-9c23-b9ff3f24fc79,"Mouja :- Tilandapur, P.S:- Panskura, Block:- Panskura 1, Dist:- Purba Midinipore, West Bengal 721139",,721139,FALSE,FALSE,PKU/CNT,East,Kolkata_Dankuni_P,ca2d8a0c-fa7a-47f7-9cd2-27f711128b32
INKAAQOA,Bangalore_Madivala_L,Bangalore_Madivala_L (Karnataka),Bangalore,SC,Active,South,Karnataka,India,12.777558,77.72956,623f213a-4763-4de7-82f7-d897e50cc15b,"Survey No.208/3,Bandapura Village,Marsur Post,Anekal Taluk,Bangalore - 562106",,562106,FALSE,TRUE,BLRE,South,Bangalore_Soukyaroad_GW,8933c38b-ba8d-482d-a64e-9ae9788cc9a7
INKAAQXV,Bangalore_Bommasandra_L,Bangalore_Bommasandra_L (Karnataka),Bangalore,SC,Active,South,Karnataka,India,12.8134,77.68275,357638d5-cf64-4a0c-ab36-f8f9599af757,"Plot No.60-D of Bommasandra Industrial Area (Survey No.301) Bommasandra Village,Attibele Hobli,Anekal Taluk,Bangalore - 560099",9342893427,560099,FALSE,TRUE,BLRT,South,Bangalore_Soukyaroad_GW,8933c38b-ba8d-482d-a64e-9ae9788cc9a7
IND802119AAA,Dumraon_Nishangr_D,Dumraon_Nishangr_D (Bihar),Dumraon,DC,Inactive,East,Bihar,India,25.557343,84.14383,aa3d315c-b96d-4532-bbad-05d6df3ab223,"Nishanagar, Near Bank of Baroda, Dumrao, Bihar-802119",,802119,FALSE,FALSE,DURE/NGR,East,Sasaram_Madaini_I,296e0fa1-ab83-477c-9b9a-5937dcc2e45a
INPBAQWZ,Abohar_DaulatPura_D,Abohar_DaulatPura_D (Punjab),Abohar,DC,Active,North,Punjab,India,30.15869,74.21026,3be5b142-1a33-4446-9371-8efea235905f,"Opposite Vikas adarsh school, malout road , abohar,Fazilka, 152116",9356307000,152116,FALSE,TRUE,ABO/DAU,North,Bathinda_KrishnaNagar_I,a0c3e6dc-067f-4c40-882c-d18d63757ea0
INTNARTA,Peravurani_Nattanikkottai_D,Peravurani_Nattanikkottai_D (Tamil Nadu),Peravurani,DC,Active,South,Tamil Nadu,India,10.278477,79.20477,a1194821-ac0f-4547-9009-4729c5371a8c,164/9 Nattanikkottai (North) Peravurani Tamilnadu-614804,7373925193,614804,FALSE,TRUE,PER/NAT,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
IND241124AAB,Shahabad_KDRoad_D,Shahabad_KDRoad_D (Uttar Pradesh),Shahabad,DC,Active,North,Uttar Pradesh,India,27.661173,79.93787,9170ba72-00ad-4b02-8761-3df2856f02ba,"Moh. Allahpur Saidikhel, Sahabad Dehat, Main Highway, Sahjhanpur, Hardoi, UP 241124",,241124,FALSE,TRUE,AJI/KDR,North,Mainpuri_Bypassroad_I,3c607466-03c6-44fd-8746-1c610f3dcd91
INBRALSX,KankerBR_Obipur_DPP,KankerBR_Obipur_DPP (Bihar),KankerBR,DC,Inactive,East,Bihar,India,24.749722,84.1174,4519778f-d96d-44f8-bbba-045e04e16508,"Obipur Kanker NTPC navinagar, opp. Gautam middle school, 824303",,824303,FALSE,FALSE,KNK/OBP,East,Sasaram_Madaini_I,296e0fa1-ab83-477c-9b9a-5937dcc2e45a
IND609001AAA,Mylduthuri_Thiruviz_D,Mylduthuri_Thiruviz_D (Tamil Nadu),Mayiladuthurai,DC,Active,South,Tamil Nadu,India,11.10755,79.65133,9c7e2243-cc35-42df-828d-436e30b1c048,"No.5, Thennamarakudi Road, Thiruvizhandur, Mayiladuthurai - 609001,",9787798554,609001,FALSE,TRUE,MV/THI,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
INWBAAPP,AmaDubi_Silda_DPP,AmaDubi_Silda_DPP (West Bengal),Ama Dubi,DC,Active,East,West Bengal,India,22.618414,86.7528,6bc6870a-ba8c-4e3c-8cb0-d01288e7c89b,"Sandapara, Belpahari, Jhargram, West Bengal, Pin- 721501",,721501,FALSE,TRUE,AMD/SLD,East,Kharagpur_Nimpura_I,26d65f7d-497e-48a0-99fa-407dfbb0bbc0
INPBAAGJ,TalwandiSabo_GillanWala_D,TalwandiSabo_GillanWala_D (Punjab),Talwandi Sabo,DC,Active,North,Punjab,India,29.984966,75.08327,2d0b73e4-f849-401a-9a36-72c850ce374a,Telephone exchange road Gillan Wala Khoo,6239416079,151302,FALSE,TRUE,TAL/GNW,North,Bathinda_KrishnaNagar_I,a0c3e6dc-067f-4c40-882c-d18d63757ea0
IND140401AAA,Rajpura_DC,Rajpura_DC (Punjab),Rajpura,DC,Inactive,North,Punjab,India,30.478924,76.558815,d8f917c5-808a-4f54-a3db-f5f69b0a9b7d,Choda Bazar near ramgariya Gurudwara Rajpura-140401,,140401,FALSE,TRUE,RPJ/RPJ,North,Chandigarh_Mehmdpur_P,344cc57d-4982-4817-b4fb-7d11b61308e0
INWBANCV,Midnapore_Pragatipally_D,Midnapore_Pragatipally_D (West Bengal),Midnapore,DC,Active,East,West Bengal,India,22.413303,87.33448,ebe127dc-14c7-4262-8f3a-bbfff18ac7a7,"Ballavpur PragatiPallyMidnapore, West Bengal Pin- 721101",7908465827,721101,FALSE,TRUE,MDN/PPL,East,Kharagpur_Nimpura_I,26d65f7d-497e-48a0-99fa-407dfbb0bbc0
IND461001AAA,Hoshangabad_MnRDDPP_D,Hoshangabad_MnRDDPP_D (Madhya Pradesh),Hoshangabad,DC,Inactive,West,Madhya Pradesh,India,22.755808,77.716774,8f387360-a8d0-4025-a5fe-f1fc2b117208,satrasta tehseel karyalay ke samne main road hoshangabad-461001,,461001,FALSE,FALSE,HSH/MNR,West,Bhopal_Central_H_1,c54e1dc4-4971-4911-a5bf-2751886e9b1f
INTNAOZK,Kulithalai_ShanmugaTheatre_D,Kulithalai_ShanmugaTheatre_D (Tamil Nadu),Kulithalai,DC,Inactive,South,Tamil Nadu,India,10.93943,78.42342,c0ec702c-bc84-4c58-a48e-9ad8a1c3e1f8,"95/2f,Shanmuga Theatre Backside, Kulithalai-639104",8925330862,639104,FALSE,FALSE,KUL/SHA,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
IND125121AAA,Barwala_Central_DPP_1,Barwala_Central_DPP_1 (Haryana),Barwala,DC,Inactive,North,Haryana,India,29.360336,75.90175,052fd531-106d-4b68-a949-8287058682ba,"""PRINCE SERVICES 
SHOP NO=27,UPKAR MARKET 
BARWALA -125121
DISTT. HISSAR
HARYANA""",,125121,FALSE,FALSE,BRW/CNT,North,Hisar_Dabra_H,d5f6d87f-76f9-4d6b-a721-cce24d3a8944
IND721306AAA,Kharagpur_DC,Kharagpur_DC (West Bengal),Kharagpur,DC,Inactive,East,West Bengal,India,22.305786,87.30824,1d26be0d-9d3e-419b-b6c1-b7f807f39831,"PremBazar, Purba Pathri, Hijli Co-Operative , West Midnapore, West Bengal-721306",8016326179,721306,FALSE,TRUE,KGP/KGP,East,Kharagpur_Nimpura_I,26d65f7d-497e-48a0-99fa-407dfbb0bbc0
INTSAALS,Manthani_PostOffice_DPP,Manthani_PostOffice_DPP (Telangana),Manthani,DC,Inactive,South,Telangana,India,18.653612,79.66835,9491db34-3e7c-400b-ba8e-2db7188e625a,"Shiva Sakthi Mobiles, Manthani, Telangana",,505184,FALSE,FALSE,MNT/POS,South,Karimnagar_KamnHbRD_I,9a4496f9-1b61-4b9c-b257-d92289e74135
IND174101AAB,Nalagarh_Central_DPP_2,Nalagarh_Central_DPP_2 (Himachal Pradesh),Nalagarh,DC,Inactive,North,Himachal Pradesh,India,31.047932,76.719696,ccff0cb0-9b75-4a9a-875c-56133118aae4,"WARD NO-1, FRIENDS COLONY, NEAR INDANE GAS AGENCY, CHUHUWAL ROAD,",,174101,FALSE,TRUE,GANL/CNT,North,Chandigarh_Mehmdpur_P,344cc57d-4982-4817-b4fb-7d11b61308e0
IN731303A1A,Labpur_Fullara_D,Labpur_Fullara_D (West Bengal),Labpur,DC,Active,East,West Bengal,India,23.81064,87.79979,18559999-f8ca-4cc8-b76c-091014d02efc,"Labpur (Guru pally ) ,P.o+P.s - Labpur pin code- 731303",8016058010,731303,FALSE,TRUE,LBP/FUL,East,Berhampore_Central_I_2,41c35dd8-422b-46e9-a051-2a8f01de6494
INKAAAXC,Bangalore_HebbalTemp_I,Bangalore_HebbalTemp_I (Karnataka),Bangalore,IPC,OnBoarding,South,Karnataka,India,13.06075,77.6089,4dcdbd10-13d4-4fa9-8bbe-0ab4117266d8,"#50, Dasarahalli, 2nd cross, 5th Main road, Maruthi Layout, Bangalore 560024",,560024,TRUE,TRUE,BLR/HTL,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
INTNAOYJ,Mayiladuthurai_MaraiyurRoad_I,Mayiladuthurai_MaraiyurRoad_I (Tamil Nadu),Mayiladuthurai,IPC,Active,South,Tamil Nadu,India,11.090161,79.62407,8ad21e24-df24-44e1-b3e9-b90f2c22bc24,"No 1 Maraiyur Road Sitharkadu Mayiladuthurai Taluk, Nagapattinam Tamilnadu 609001",8610339570,609001,TRUE,TRUE,MAY/MAR,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
INHRAAJV,Bahal_Obra_DPP,Bahal_Obra_DPP (Haryana),Bahal,DC,Inactive,North,Haryana,India,28.67244,75.76393,467f295c-7530-4eb4-98c0-381b34669dea,Main Bus Stand Obra Bhiwani Road - Obra 127028,,127028,FALSE,FALSE,BHL/OBR,North,Hisar_Dabra_H,d5f6d87f-76f9-4d6b-a721-cce24d3a8944
INKAANUJ,Devanahalli_Central_D,Devanahalli_Central_D (Karnataka),Devanahalli,DC,Active,South,Karnataka,India,13.245138,77.707054,bace4228-e64e-4da0-8b65-1b7123e1f301,"19, Raja Rao Layout, Tippu Sulthan Road, Devanahalli, Bangalore-562110",9731002018,562110,FALSE,TRUE,DNH/CNT,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
INUPABBK,Agra_Lakhanpur_L,Agra_Lakhanpur_L (Uttar Pradesh),Agra,SC,Inactive,North,Uttar Pradesh,India,27.20193,77.92105,823663b5-fec5-4cc3-8bb1-d5740186194c,"B-37, B-38, Industrial Area, EPIP, Near Lakhanpur, Agra, UP 282007",,282007,FALSE,FALSE,AGR/LKN,North,Agra_Sunari_H,594b4cf9-60cb-4ec2-a5d3-e71b7f022fac
IND401209AAA,Mumbai_Virar_DC,Mumbai_Virar_DC (Maharashtra),Vasai,DC,Inactive,West,Maharashtra,India,19.42537,72.82458,8aba6a65-c6a5-4750-9ac7-3a17836bb6a8,"new patel coop soc , shop -9 , near Amantaran resto-Bar , tulinj road , virar east",9702327759,401209,FALSE,TRUE,BOM/VIR,West,Mumbai_MiraRdIndEstate_I,4c747681-64a3-4947-8b77-28c5bd1a1d1c
INKAAPTJ,Bangalore_RTNagar_D,Bangalore_RTNagar_D (Karnataka),Bangalore,DC,Active,South,Karnataka,India,13.0216,77.59799,a4e5eabf-4376-42c7-bd9b-844066ca3602,"15th Cross Rd, Govindaraj Garden, RT Nagar, Bengaluru, Karnataka 560032",8050121271,560032,FALSE,TRUE,BAN/NTA,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
IN473331A1C,AshokNagar_Chaigar_D,AshokNagar_Chaigar_D (Madhya Pradesh),Ashok Nagar,DC,Active,West,Madhya Pradesh,India,24.584625,77.73081,ef23fca4-81c5-441d-8f01-7d0ced6b6260,"Ward No 2, R.T.O Office ke Shamne, By-pass Road, Ashok Nagar, Madhya Pradesh 473331",9993709805,473331,FALSE,TRUE,ASN/CHG,West,Guna_ModlTnwColny_I,42d607bf-381a-42ee-8afe-9687aafca9f0
INKAAARB,Bangalore_Indirangr_D,Bangalore_Indirangr_D (Karnataka),Bangalore,DC,Inactive,South,Karnataka,India,12.982497,77.63898,b45fa7ed-8f22-4a41-80e9-b60b37238648,"No 621, 2nd main Road, Indiranagar 1st stage Bangalore Karnataka-560008",9632491339,560038,FALSE,TRUE,BNG/INN,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
IND743286AAA,Swarupnagr_MLogsDPP_D,Swarupnagr_MLogsDPP_D (West Bengal),Swarupnagar,DC,Inactive,East,West Bengal,India,22.812807,88.85692,8b47dc6f-b0d9-432b-9d85-a20057968ceb,"M Logistics, PO Swarupnagar Near swarupnagar BD office 743286",,743286,FALSE,TRUE,SWP/MLG,East,Kolkata_Dankuni_P,ca2d8a0c-fa7a-47f7-9cd2-27f711128b32
INWBARNL,Kharagpur_Vidyasagar_H,Kharagpur_Vidyasagar_H (West Bengal),Kharagpur,HUB,OnBoarding,East,West Bengal,India,22.36,87.36,9c72a699-a888-447c-b8e4-70efed1daf5e,"Mahindra & Mahindra Ltd, Spare Business Unit, G2, Vidyasagar Industrial estate, New Town Road, Kharagpur, Paschim Midnapore,721301,West Bengal ",,721301,FALSE,FALSE,KHA/YAS,East,Kharagpur_Nimpura_I,26d65f7d-497e-48a0-99fa-407dfbb0bbc0
