center_code,center_name,hq_name,city,facility,status,region,state,country,property_lat,property_long,property_id,center_address,center_phone,center_pincode,enable_bag_guide,is_bagging_allowed,sort_code,region1,parent_center,property_facility_id
INPBAAEY,Jalandhar_CanalBridge_D,Jalandhar_CanalBridge_D (Punjab),Jalandhar,DC,Active,North,Punjab,India,31.336136,75.54928,1201291d-4dc5-43bc-8b6b-61d4a8cb2ec6,"Sewa  Tower, Basti Bawa Khel, Near Canal Bridge, Jalandhar, PB 144002",9466002543,144002,FALSE,TRUE,JLN/CNB,North,Jalandhar_QajiMandi_P,c130c322-cb41-4d40-a102-8b6d0e21fc6c
IND910700AAC,Test_Avissawella_Central_DPP_1,Test_Avissawella_Central_DPP_1 (Western),Avissawella,DC,Inactive,West,Western,Sri Lanka,6.957627,80.20441,5e47e350-3c45-45e0-b29a-43e0a69f1322,"191 B, Colombo Road, Ukkwatte, Avissawella",,910700,FALSE,FALSE,AVS/DPP,West,Test_Colombo_Central_D_1,46cb059c-0acb-448b-b5cf-567c329d2794
IND635802AAA,Ambur_AlgpurRd_D,Ambur_AlgpurRd_D (Tamil Nadu),Ambur,DC,Inactive,South,Tamil Nadu,India,12.781185,78.71481,aaaee0ed-e3db-4da1-9026-66c01e5acfff,"Plot No.35, R.V.Building, Alagapuri Main Road, Bypass Road, Ambur -635802,",,635802,FALSE,TRUE,AB/ALG,South,Vellore_GndhiNgr_IP,31cadab9-84f8-4b93-af87-b3921b5ea245
IND517370AAA,BKothakota_Bypassrd_D,BKothakota_Bypassrd_D (Andhra Pradesh),B Kothakota,DC,Inactive,South,Andhra Pradesh,India,13.801869,78.26224,050ad638-c39e-4a85-b876-80485adee58c,"PTM Road,Mulakalacheruvu,Andhra Pradesh-517390",,517370,FALSE,TRUE,BTM/BKK,South,Vellore_GndhiNgr_IP,31cadab9-84f8-4b93-af87-b3921b5ea245
IND743329AAA,Canning_BusMrDPP_D,Canning_BusMrDPP_D (West Bengal),Canning,DC,Inactive,East,West Bengal,India,22.3178,88.65503,99560e38-5ce2-4053-9e11-2780de13ad31,"BUS MORE , 2 NO ROAD, CANNING, BESIDE ELECTRIC OFFICE, SOUTH 24 PARGANAS, WEST BENGAL, PINCODE -743329",,743329,FALSE,TRUE,CG/BMR,East,CCU_New Alipore_DPC,c41f8394-d9f5-4046-9911-113f95beff3a
IND832109AAD,Jamshedpur_Central_D_4,Jamshedpur_Central_D_4 (Jharkhand),Jamshedpur,DC,Active,East,Jharkhand,India,22.827997,86.22488,7b1fcd38-6b87-4d25-8195-c65869ec6c7d,"Singh Villa,鑱絊ankosai Road No.01, Dimna鑱 Mango, Jamshedpur- 831012",7903272409,831012,FALSE,TRUE,IXW/CTR,East,Jamshedpur_Asanbani_H,9097dc43-1184-4068-a038-6453f43cb7c9
INWBANEN,Bhagabati_DasparaRd_DPP,Bhagabati_DasparaRd_DPP (West Bengal),Bhagabati,DC,Active,East,West Bengal,India,26.344164,88.35001,c8abe169-d37d-4102-8de5-6635e8f7f49a,"West Kaliganj Bazar, Near India ATM, PO:-Khunia, Dist-Uttardinajpur, PS:-Chopra, Pin code:-733207",,733207,FALSE,TRUE,BGB/DPR,East,Siliguri_Fulbari_H,28c6e6a0-159c-4423-878f-94678031ac3c
IND577132AAB,Mudigere_HsgbdDPP_D,Mudigere_HsgbdDPP_D (Karnataka),Mudigere,DC,Inactive,South,Karnataka,India,35,105,cba0a60a-4e71-4931-8dbb-b83e8b2412de,"#210,3rd phase, housing board,chikamagalur,Karnataka , 577101,  landmark: near AIT collage.",,577132,FALSE,FALSE,MDG/HSG,South,Hassan_Pandrnga_I,3748fda0-2fec-47f7-8a09-c972fb1f8957
IND485001AAA,Satna,Satna (Madhya Pradesh),Satna,DC,Inactive,West,Madhya Pradesh,India,24.57382,80.8447,b3b9adb2-913d-4fdd-897e-e82388333219,"SHIV COMPLEX,SHOP NO 5,6,NEAR,SACHIN PALACE,BEHIND BUS-STAND SATNA PIN.485001",,485001,FALSE,TRUE,SAT/SAT,West,Satna_Central_I_2,c86d975c-4efb-4c7c-831e-b8430cf0f360
INAPAOVP,Chodavaram_DurgaTemple_D,Chodavaram_DurgaTemple_D (Andhra Pradesh),Chodavaram,DC,Active,South,Andhra Pradesh,India,17.832973,82.93136,08a486c1-2ce3-4f98-b94c-8fe523056526,"# Sy No : 44-4, Chodavaram co-Oparative colany, Laxmipuram road, Near konam Guest House, Chodavaram, Visakhapatnam, Andhra Pradesh-531036",9059659012,531036,FALSE,TRUE,CHO/RGA,South,Visakhapatnam_AutoNgr_H,b0233c6d-a3c4-4a4c-97ee-efd72d1bff69
IN757086A1A,Bangriposi_Majigan_D,Bangriposi_Majigan_D (Orissa),Bangriposi,DC,Active,East,Orissa,India,22.183619,86.649315,29d5391f-a965-463d-b4fa-c3799102f0a9,"Jharpokharia, (Bombay Chaka),at/po-jharpokharia, odisha,Pin- 757086",7205742713,757086,FALSE,TRUE,BGP/MJG,East,Jamshedpur_Asanbani_H,9097dc43-1184-4068-a038-6453f43cb7c9
IND152101AAA,Giddarbaha_DC,Giddarbaha_DC (Punjab),Giddarbaha,DC,Inactive,North,Punjab,India,30.20593,74.656654,646f9127-ae9d-465f-bdda-0f5ede1d9457,RoopNagar Ward No 15 Near Sleepwel Showroom-152101,,152101,FALSE,FALSE,GDB/GDB,North,Bathinda_Sivian_I,feaff2b3-6635-488a-8f0f-180596eebe3c
IND301402AAA,Bansur_Shop5DPP_D,Bansur_Shop5DPP_D (Rajasthan),Bansur,DC,Inactive,North,Rajasthan,India,27.693342,76.35081,5563357c-844c-4ca8-8e3d-1636abb9c427,"Shop 5 bypass road bansur, Alwar, 301402

",,301402,FALSE,TRUE,BNS/SHP,North,Alwar_TuleraRoad_I,97bfbc68-bbd8-45ec-b6c8-81363e4bf5ef
IN530045A1A,Visakhapatnam_Sagarngr_D,Visakhapatnam_Sagarngr_D (Andhra Pradesh),Visakhapatnam,DC,Inactive,South,Andhra Pradesh,India,17.770262,83.36396,8fcc0c07-6682-4243-9224-271b94f44a44,"#3-107/1, Vivekananda Nagar,Yendada,Gitam College Post,Visakhapatnam-530045,",9154406774,530045,FALSE,TRUE,VIS/SGR,South,Visakhapatnam_AutoNgr_H,b0233c6d-a3c4-4a4c-97ee-efd72d1bff69
INSKAPVO,Pelling_Dentam_DPP,Pelling_Dentam_DPP (Sikkim),Pelling,DC,Active,East,Sikkim,India,27.261522,88.135086,34bbafa6-b8e1-4cb4-a3bf-f05b9e830609," Dentam Uttaray Road Near Hospital Fatak 737113	",,737113,FALSE,TRUE,PEL/DEN,East,Siliguri_Fulbari_H,28c6e6a0-159c-4423-878f-94678031ac3c
INJHANNA,Torpa_PowerHouse_DPP,Torpa_PowerHouse_DPP (Jharkhand),Torpa,DC,Active,East,Jharkhand,India,22.92542,85.0982,1381375c-2e51-46b8-8d46-c78a8dd4ed17,"Near - Power House , Tapkara Road , Torpa,Dist - Khunti , Jharkhand Pin - 835227",,835227,FALSE,TRUE,TRP/PWH,East,Ranchi_Sidroll_H,0ca71e78-3f0c-4db0-bbfc-ca9bc5a35bdb
INMHAMJE,Chamorshi_AsthiRd_DPP,Chamorshi_AsthiRd_DPP (Maharashtra),Chamorshi,DC,Active,West,Maharashtra,India,19.923494,79.878265,531989b8-4219-4695-8985-36d595940385,Ward No.1 Ashti Road chamorshi 442603,,442603,FALSE,TRUE,CHM/ATR,West,Chandrapur_Wandhari_I,0956cec1-cebe-486e-b5eb-011193f14842
INAPAPHW,Bhimavaram_AutoNagar_D,Bhimavaram_AutoNagar_D (Andhra Pradesh),Bhimavaram,DC,Inactive,South,Andhra Pradesh,India,16.550085,81.54272,a028d798-0c84-452f-a729-1aebd6d1b47a,"Plot No48, Industrial Estate, Auto Nagar, Bhimavaram, West Godavari Dist, Andhra Pradesh- 534203",,534203,FALSE,FALSE,BHI/AUT,South,Eluru_AutoNagar_I,f0b0cee9-ff5c-4464-9e6d-89834df5b4c4
INAPAMUB,Bhogapuram_UnionBank_DPP,Bhogapuram_UnionBank_DPP (Andhra Pradesh),Bhogapuram,DC,Deboarding,South,Andhra Pradesh,India,18.030262,83.49715,b7c45ed4-0867-41ed-854d-1c71f751bc5b,"Near NH16, Beside union bank of India  Bhogapuram,Vizianagaram Dist. Andhra pradesh-535216",,535216,FALSE,FALSE,BGP/UBK,South,Visakhapatnam_AutoNgr_H,b0233c6d-a3c4-4a4c-97ee-efd72d1bff69
IND176201AAA,Jassur_AadiDPP_D,Jassur_AadiDPP_D (Himachal Pradesh),Jassur,DC,Inactive,North,Himachal Pradesh,India,32.27585,75.85235,c158542a-7d67-4327-a672-112bd76e0e28,"AADI KAUSHAL STORE,VPO -JASSUR TEH-NURPUR DISTT-KANGRA(HP)",,176201,FALSE,FALSE,JSS/ADI,North,Jalandhar_QajiMandi_P,c130c322-cb41-4d40-a102-8b6d0e21fc6c
INBRAALG,Benipatti_Behta_DPP,Benipatti_Behta_DPP (Bihar),Benipatti,DC,Inactive,East,Bihar,India,26.443398,85.902626,908b7a25-77e4-491f-9abc-2fbb1e564722,"Vill:-Behta,PO+PS:-Benipatti, Dist-Madhubani, Near Vidyapati Chowk, Pin-847223, Bihar",,847223,FALSE,FALSE,BNP/BHT,East,Darbhanga_Ekmi_I,ce3e3cf7-3fda-4597-83b2-73b7fc11c57f
INAPAMMJ,Giddalur_GneshNgr_DPP,Giddalur_GneshNgr_DPP (Andhra Pradesh),Giddalur,DC,Inactive,South,Andhra Pradesh,India,15.377382,78.92818,65fd6534-b667-4650-a879-2913c55e0872,"Ganesh Nagar, Giddalur, Andhra Pradesh 523357",,523357,FALSE,FALSE,GIA/GSN,South,Ongole_AutoNagar_I,d92636a3-2213-4cf4-96b8-e1488c965ef8
INJHAADW,Musabani_BasntiMndir_DPP,Musabani_BasntiMndir_DPP (Jharkhand),Musabani,DC,Active,East,Jharkhand,India,22.52315,86.452705,d92b23cf-4483-4c56-9f87-7a858308a662,"Near Basanti Mandir, Bus Stand, Musabani Mines, East Singhbhum, Jharkhand, 832104",,832104,FALSE,TRUE,MSB/BSN,East,Jamshedpur_Asanbani_H,9097dc43-1184-4068-a038-6453f43cb7c9
INPBANVD,Ludhiana_ThaparNgr_D,Ludhiana_ThaparNgr_D (Punjab),Ludhiana,DC,Active,North,Punjab,India,30.941225,75.844086,49a22448-e2cf-484a-b960-b74298a757d3,"Shop 94 Bahadur K main road near sabji mandi, Ludhiana, Punjab 141008",8528286710,141008,FALSE,TRUE,LDN/TPN,North,Ludhiana_Khakat_H,30b98a50-8d48-4947-a013-e548a103acf4
INAPAOLF,Palakollu_KarnidBavaDPP_1,Palakollu_KarnidBavaDPP_1 (Andhra Pradesh),Palakollu city,DC,Inactive,South,Andhra Pradesh,India,16.569967,81.80844,a56570da-8e43-48fa-a835-5d9d3df6fea7,"D No. 10-1/A,Netaji Street, A.Vemavaram - 534267	",,534267,FALSE,FALSE,PAL/KAR,South,Eluru_AutoNagar_I,f0b0cee9-ff5c-4464-9e6d-89834df5b4c4
INWBAOHN,Macleods_IM,Macleods_IM (West Bengal),Siliguri,HUB,Active,East,West Bengal,India,26.736555,88.355576,4eb7774e-9ed3-4b6a-a250-4ff6f49e9b4e,Macleods_IM 734010,,734010,FALSE,FALSE,MAC/LOD,East,Siliguri_Fulbari_H,28c6e6a0-159c-4423-878f-94678031ac3c
INAPALUR,Chodavaram_AadamsSchl_DPP,Chodavaram_AadamsSchl_DPP (Andhra Pradesh),Chodavaram,DC,Inactive,South,Andhra Pradesh,India,17.738514,82.67602,c88b5a02-6537-447a-a897-4a0398af7037,"""""""aadams school back side chodavaram chodavaram mandal visakhapatnam district Andhra Pradesh pincode:531036""""""",,531036,FALSE,TRUE,CDV/ADS,South,Visakhapatnam_AutoNgr_H,b0233c6d-a3c4-4a4c-97ee-efd72d1bff69
IND911870AAC,Test_Yakkala_Central_DPP_1,Test_Yakkala_Central_DPP_1 (Colombo),Yakkala,DC,Inactive,,Colombo,India,7.072989,80.01773,543b1c8a-7966-45e0-81a7-2d39d8e0d135,"62, Sanasa Building, Yakkala Gampaha",,911870,FALSE,TRUE,YKK/DPP,,Test_Colombo_Central_D_1,46cb059c-0acb-448b-b5cf-567c329d2794
IND635207AAA,Uthangarai_RgstrOFC_D,Uthangarai_RgstrOFC_D (Tamil Nadu),Uthangarai,DC,Inactive,South,Tamil Nadu,India,12.272044,78.53082,34b8c2db-1935-4beb-97db-547af37a3ced,"12 Governer Thopu,Near - Register Office, Uthangarai Taluk, Pincode - 635207",,635207,FALSE,FALSE,UTH/RST,South,Vellore_GndhiNgr_IP,31cadab9-84f8-4b93-af87-b3921b5ea245
INJHAADX,Latehar_Sasang_DPP,Latehar_Sasang_DPP (Jharkhand),Latehar,DC,Active,East,Jharkhand,India,23.743263,84.49983,c8a8edfd-b88c-4260-89c0-8711fa401e9a,"Maszid Road, Latehar, Jharkhand, Pin - 829206",,829206,FALSE,TRUE,LTH/SSN,East,Ranchi_Sidroll_H,0ca71e78-3f0c-4db0-bbfc-ca9bc5a35bdb
INJHAAEZ,Pakur_DurgaColny_D,Pakur_DurgaColny_D (Jharkhand),Pakur,DC,Active,East,Jharkhand,India,24.636,87.84,cae3d56d-e198-42de-a009-0661b49a60ec,"Durga Colony, Bank Colony, Pakur, Jharkhand 816107",9708697187,816107,FALSE,TRUE,PAK/DUR,East,Malda_Tiakati_I,13873df7-fd94-4091-a7e9-68a5f3039e18
IND521201AAA,Nuzvid_Ward17_D,Nuzvid_Ward17_D (Andhra Pradesh),Nuzvid,DC,Active,South,Andhra Pradesh,India,16.781958,80.84915,025d24e3-9a67-4bea-9c1e-2b483e69751c,"#17-116,Main road,Ward no.17,Nuzvid-521201",9603336625,521201,FALSE,TRUE,NZD/WMR,South,Eluru_AutoNagar_I,f0b0cee9-ff5c-4464-9e6d-89834df5b4c4
INAPANAY,Malikipuram_PallalmmaTemple_DPP,Malikipuram_PallalmmaTemple_DPP (Andhra Pradesh),Malikipuram,DC,Inactive,South,Andhra Pradesh,India,16.402336,81.802795,0bf3107b-9c87-4c41-9499-d900ab1fcf05,T Anand Raju C/o vuyyuruvari nadaka Pallalamma temple street Malikipuram road Malikipurma mandal East godavari 533250 Andhra Pradesh,,533250,FALSE,FALSE,MLK/PLT,South,Eluru_AutoNagar_I,f0b0cee9-ff5c-4464-9e6d-89834df5b4c4
INAPAMMM,Seetharampram_Lakkavarapukota_DPP,Seetharampram_Lakkavarapukota_DPP (Andhra Pradesh),Seetharampram,DC,Active,South,Andhra Pradesh,India,18.03809,83.14892,cd379aef-2377-4c48-a505-4242b5ca8b8a,"House No:- 178A, Seetharampram,Lakkavarapukota,L.KOTA, Vizianagaram zilla, Andhrapradesh-535161",,535161,FALSE,TRUE,SET/LKA,South,Visakhapatnam_AutoNgr_H,b0233c6d-a3c4-4a4c-97ee-efd72d1bff69
INRJAAOV,Jaisalmer_SadarBzar_DPP,Jaisalmer_SadarBzar_DPP (Rajasthan),Jaisalmer,DC,Inactive,North,Rajasthan,India,26.912401,70.90946,98b0c962-c600-4e56-9c80-ecdad33c8a14,"Hanuman circle power house k back side , hajuri seva sadan k pass Jaisalmer",,345001,FALSE,TRUE,JSL/SDB,North,Jodhpur_BasniPhase2_I,66e7d0fd-b810-4bb0-b533-809e9224ff87
IND411014AAC,Pune_ChndnNgr_K,Pune_ChndnNgr_K (Maharashtra),Pune,KIOSK,Inactive,West,Maharashtra,India,18.59125,73.901115,7c0348b9-cc5f-4890-b107-33215276fbaf,DELHIVERY PVT LTD S/NO 25 MUNJABA WASTI ROAD NO 9 DHANORE NR VRUNDAWAN SOCIETY PUNE 411015,,411015,FALSE,TRUE,PNQ/CNK,West,Pune Chandan Nagar,fa9011ab-debf-4822-bc40-1458d9aa0dd8
IND851112AAB,Barauni_Wardno10_D,Barauni_Wardno10_D (Bihar),Barauni,DC,Active,East,Bihar,India,25.47529,85.99369,dc8e465d-7897-481e-a9e0-7523f52f120f,"Ward No 10, Bagrahadih Road Shokhara 01, Barauni, Begusarai, Bihar 851112",8863937793,851112,FALSE,TRUE,BJU/WRD,East,Begusarai_Mohammadpur_I,70699843-71df-4e39-b852-649319d35ce5
IND506001AAC,Warangal_Central_D_2,Warangal_Central_D_2 (Telangana),Warangal,DC,Inactive,South,Telangana,India,18.017027,79.56757,dcb5f407-56f5-4b46-8f20-50688cef2414,"#4-2-360,shubhash nagar,Kotthur jenda,Hanmakonda,warangal-506001",9177337856,506001,FALSE,TRUE,WGC/CNT,South,Warangal_BattupallyXrd_I,2709a296-46e9-4f8d-bb76-4c6e15330ad4
INJHALRQ,Ghormara_BankChhit_DPP,Ghormara_BankChhit_DPP (Jharkhand),Ghormara,DC,Active,East,Jharkhand,India,24.448378,86.87757,b2d9c1a0-51df-4f4c-9ee3-8e695f45c7cd,"Chit bank, near chandna thari more, ghormara deoghar, 814120",,814120,FALSE,TRUE,GHM/BKC,East,Dhanbad_Tilabani_H,489eac86-a0ee-44a8-a33d-71a697649705
INJHAADU,Barwadih_MainBazar_DPP,Barwadih_MainBazar_DPP (Jharkhand),Barwadih,DC,Active,East,Jharkhand,India,23.849987,84.11657,53247f73-fbc0-4941-bd39-db0e3670eba5,"barwadih main bazar Dist-Latehar jharkhand, pin code 822111",,822111,FALSE,TRUE,BRW/MBZ,East,Ranchi_Sidroll_H,0ca71e78-3f0c-4db0-bbfc-ca9bc5a35bdb
IN144001A1C,Jalandhar_Raowali_D,Jalandhar_Raowali_D (Punjab),Jalandhar,DC,Inactive,North,Punjab,India,31.374128,75.59956,b9c81aae-3a87-4050-b1c0-ee1e56c26223,"plot no 3, Jalandhar - Pathankot Rd, Raowali, Jalandhar, Punjab 144001",,144001,FALSE,TRUE,JAL/RAO,North,Jalandhar_QajiMandi_P,c130c322-cb41-4d40-a102-8b6d0e21fc6c
INJHASDT,Jamshedpur_Sonari_D,Jamshedpur_Sonari_D (Jharkhand),Jamshedpur,DC,Active,East,Jharkhand,India,22.828463,86.16203,b05adf88-99ad-450a-ab37-96cf25faaca8,"Astha Hightech City Jamshedpur, 831011",9006713330,831011,FALSE,TRUE,JAM/SON,East,Jamshedpur_Asanbani_H,9097dc43-1184-4068-a038-6453f43cb7c9
IND445304AAB,Wani_GuruNGR_D,Wani_GuruNGR_D (Maharashtra),Wani,DC,Active,West,Maharashtra,India,20.053408,78.96156,87e9dd73-dba4-4230-9ccf-4777441ea89b,"Gurunagar, Ward No 4, Behind Virani Function Hall, Wani Yavatmal, Wani, MH 445304",8668303482,445304,FALSE,TRUE,WANI/NGR,West,Chandrapur_Wandhari_I,0956cec1-cebe-486e-b5eb-011193f14842
IND815353AAA,Madhupur_Sitarmrd_D,Madhupur_Sitarmrd_D (Jharkhand),Madhupur,DC,Active,East,Jharkhand,India,24.263966,86.652306,5998b095-29a5-450d-8507-7d6cfb3bd4de,"Sitaram Dalmia Road, Madhupur, near Marvel House, Madhupur-815353",8860962630,815353,FALSE,TRUE,MDP/SMR,East,Dhanbad_Tilabani_H,489eac86-a0ee-44a8-a33d-71a697649705
INRJARJM,Lohawat_Lumbaram_D,Lohawat_Lumbaram_D (Rajasthan),Lohawat,DC,Active,North,Rajasthan,India,26.9795,72.5954,dc118bbd-74c0-42ff-90b2-720d44c05a73,Near manohar choraha lohawat Pincode 342302,6367282268,342302,FALSE,TRUE,LOH/BAR,North,Jodhpur_BasniPhase2_I,66e7d0fd-b810-4bb0-b533-809e9224ff87
INORASEG,Malkangiri_Mathili_DPP,Malkangiri_Mathili_DPP (Orissa),Malkangiri,DC,Active,East,Orissa,India,18.540205,82.19776,842efe5b-0cd7-4e67-92c7-2ad5e1f90437,"At/Po-Mathili,near police station,malkangiri road,764044	",,764044,FALSE,TRUE,MAL/MAT,East,Jeypore_Bariniput_I,af149dcc-bdcc-43ed-b86a-e79495dcdac8
INWBAAQO,Kolkata_AshokNgr_D,Kolkata_AshokNgr_D (West Bengal),Kolkata,DC,Inactive,East,West Bengal,India,22.488941,88.36079,0fdec8d8-3d79-42a3-80db-ad28f55b2003,"Vivekananda Nagar, Ashok Nagar, Tollygunge, Kolkata, West Bengal 700040",9748935129,700040,FALSE,FALSE,KLK/ASN,East,CCU_New Alipore_DPC,c41f8394-d9f5-4046-9911-113f95beff3a
IND911410AAC,Test_Katunayaka_Central_DPP_1,Test_Katunayaka_Central_DPP_1 (Colombo),Katunayaka,DC,Inactive,,Colombo,India,7.148789,79.87315,2d510dca-deb3-4c18-8a4a-0664fbedb6f7,"851, Colombo Road , Seeduwa",,911410,FALSE,TRUE,KTN/DPP,,Test_Colombo_Central_D_1,46cb059c-0acb-448b-b5cf-567c329d2794
INRJALKR,Piparcity_JodhpurRd_DPP,Piparcity_JodhpurRd_DPP (Rajasthan),Piparcity,DC,Active,North,Rajasthan,India,26.399876,73.53397,1bf2b6ee-354a-4697-a840-0483e2283c4c,"Shop No.-4, Near by Mandi,   Jodhpur Road, Piparcity",,342601,FALSE,TRUE,PPC/JPR,North,Jodhpur_BasniPhase2_I,66e7d0fd-b810-4bb0-b533-809e9224ff87
INWBAOZE,Bijanbari_Pulbazar_DPP,Bijanbari_Pulbazar_DPP (West Bengal),Bijanbari,DC,Active,East,West Bengal,India,27.07513,88.20293,9aa068ec-9a5d-477e-96e0-2430fcb7a73e,"PullBazar, Pin code-734201, P.O-Pull Bazar,P.S.Pullbazar	",,734201,FALSE,TRUE,BIJ/PUL,East,Siliguri_Fulbari_H,28c6e6a0-159c-4423-878f-94678031ac3c
IND271801AAA,Bahraich_Kotwali_D,Bahraich_Kotwali_D (Uttar Pradesh),Bahraich,DC,Inactive,North,Uttar Pradesh,India,27.570812,81.633545,9b3b118b-6328-4f4b-8912-8859f48232ca,"H. No.1269 B Mohalla Ghasiyaripura Shivnagar Gonda Road, Bahraich Pin Code 271801",,271801,FALSE,TRUE,BRK/KOT,North,Bahraich_Ameenpur_I,c4a66c42-5111-4709-a351-b5fefdbb7cfa
IND814101AAB,Dumka_Dudhani_D,Dumka_Dudhani_D (Jharkhand),Dumka,DC,Active,East,Jharkhand,India,24.280825,87.23865,355318a6-77c1-4d02-866b-a7ed59ee0665,"Near Dudhani Mission, Dumka Bhagalur Main Road, Po & Distt. Dumka, Pin code : 814101 (Jharkhand)",7631130628,814101,FALSE,TRUE,DUMK/DDH,East,Dhanbad_Tilabani_H,489eac86-a0ee-44a8-a33d-71a697649705
IND757043AAA,Rairangpur_Arabinda_D,Rairangpur_Arabinda_D (Orissa),Rairangpur,DC,Inactive,East,Orissa,India,22.270817,86.17892,57ad069f-f1d3-4444-895f-57f5820b41c2,"Arabinda Ward No- 13, Rairangpur, Rairangpur NAC, Mayurbhanj, Odisha, 757043",9778978222,757043,FALSE,TRUE,RRP/ABD,East,Jamshedpur_Asanbani_H,9097dc43-1184-4068-a038-6453f43cb7c9
IND577548AAB,Kadur_Central_DPP_2,Kadur_Central_DPP_2 (Karnataka),Kadur,DC,Inactive,South,Karnataka,India,13.593734,75.97558,4b61eef1-be51-42e9-b354-60e59d3d7456,""" Ward no 12 New Lingadahalli road
              Birur    577116""",,577548,FALSE,FALSE,KDR/CNT,South,Hassan_Pandrnga_I,3748fda0-2fec-47f7-8a09-c972fb1f8957
INMHAAWM,Ghugus_PoliceStn_DPP,Ghugus_PoliceStn_DPP (Maharashtra),Ghugus,DC,Active,West,Maharashtra,India,19.936575,79.11076,b6a1ca03-a51c-4d6d-a3e1-a9f8f12191f8,"Bandurkar Complex, Amrai Road, Post Ghugus ,Dist-  Chandrapur -442505",,442505,FALSE,TRUE,GHS/POL,West,Chandrapur_Wandhari_I,0956cec1-cebe-486e-b5eb-011193f14842
INBRAOVX,DalsinghSarai_Pagara_D,DalsinghSarai_Pagara_D (Bihar),Dalsingh Sarai,DC,Inactive,East,Bihar,India,25.666,85.826,b203677a-00fe-41e6-aafc-5ab9684a4bdb,"Word No 9, Vill+PS Pagara, Dalsingh Sarai, Samastipur , Bihar 848114",,848114,FALSE,FALSE,DAL/PAG,East,Begusarai_Mohammadpur_I,70699843-71df-4e39-b852-649319d35ce5
IND853204AAA,Naugchia_Vijayght_D,Naugchia_Vijayght_D (Bihar),Naugachia,DC,Active,East,Bihar,India,25.380451,87.06286,237b1969-8d58-499b-b286-fba0df645716,"Tetri, Vijayghat Road, Zero Mile, Naugachhiya, Bhagalpur, Bihar (853204)",9576976933,853204,FALSE,TRUE,NNA/NAU,East,Begusarai_Mohammadpur_I,70699843-71df-4e39-b852-649319d35ce5
INJHAAEI,BarkiSaria_KalaliRd_DPP,BarkiSaria_KalaliRd_DPP (Jharkhand),Barki Saria,DC,Active,East,Jharkhand,India,24.17338,85.88423,a1640a57-9923-4b09-a9f7-c1aa11a14230,Kalali Road near paani Tanki beside Sariya police station-Pincode-825320,,825320,FALSE,TRUE,BRK/KLR,East,Dhanbad_Tilabani_H,489eac86-a0ee-44a8-a33d-71a697649705
INAPAOLO,Chodavaram_DrgaTmpl_1,Chodavaram_DrgaTmpl_1 (Andhra Pradesh),Chodavaram,DC,Inactive,South,Andhra Pradesh,India,17.832973,82.93136,a4b3213a-13ed-4b9e-b0d1-b8ac89597a65,"# Sy No : 44-4, Chodavaram co-Oparative colany, Laxmipuram road, Near konam Guest House, Chodavaram, Visakhapatnam, Andhra Pradesh-531036",,531036,FALSE,FALSE,CHO/DRG,South,Visakhapatnam_AutoNgr_H,b0233c6d-a3c4-4a4c-97ee-efd72d1bff69
INPBAAFI,Phagwara_PurewalNgr_D,Phagwara_PurewalNgr_D (Punjab),Phagwara,DC,Active,North,Punjab,India,31.235954,75.77313,e859ec76-7f60-4f94-9511-25c62f1a24e6,"Hoshiarpur road, near City heart resort, Purewal Nagar, Phagwara,Punjab 144401",9815049149,144401,FALSE,TRUE,PHG/PRW,North,Jalandhar_QajiMandi_P,c130c322-cb41-4d40-a102-8b6d0e21fc6c
IND743368AAA,DiamnondHbr_SrishDPP_D,DiamnondHbr_SrishDPP_D (West Bengal),Diamond Harbour,DC,Inactive,East,West Bengal,India,22.251219,88.18416,8ed54650-dbe5-45fb-bd17-175d1b086471,"VILL- NARAYANTALA, PO+PS- SARISHA, SOUTH 24 PARGANAS, WEST BENGAL, 743368",,743368,FALSE,TRUE,DIA/SRS,East,CCU_New Alipore_DPC,c41f8394-d9f5-4046-9911-113f95beff3a
IN481880A1A,Dindori_Dhrimal_D,Dindori_Dhrimal_D (Madhya Pradesh),Dindori,DC,Inactive,West,Madhya Pradesh,India,22.950068,81.08189,e1e6895c-c902-4007-b79d-ad296118705b,"Devra Tiraha, Dindori, Madhya Pradesh -481880",,481880,FALSE,TRUE,DIN/DRM,West,Jabalpur_PadwarKalan_I,ac320202-a540-4824-89b6-8582659137f9
INTSALLP,Utnoor_MNCLRd_D,Utnoor_MNCLRd_D (Telangana),Utnoor,DC,Active,South,Telangana,India,19.359404,78.779686,a614983f-7397-4db4-a6b5-1ddc325719af,"#3-128/6,MNCL road,Utnoor,Telangana-504311",,504311,FALSE,TRUE,ADB/MNR,South,Chandrapur_Wandhari_I,0956cec1-cebe-486e-b5eb-011193f14842
INAPAMWM,HanumanJn_Appanaveedu_D,HanumanJn_Appanaveedu_D (Andhra Pradesh),Pedapadu,DC,Active,South,Andhra Pradesh,India,16.627237,80.97283,351c99bb-1771-4a04-b7c0-e775929b13f7,"APPANAVIDU,PEDDAPADU (M.D),WEST GODAVARI .(D.T),Andhra Pradesh-534437",9550946372,534437,FALSE,TRUE,HJN/AAD,South,Eluru_AutoNagar_I,f0b0cee9-ff5c-4464-9e6d-89834df5b4c4
